YGD_ID	gene_name	NCBI_ID	chr	start	end	strand	gene_type	gene_description	human_gene_ID	human_gene_name	yeast_gene_similarity	interpro_ID	interpro_description	GO_slim_ID	GO_slim_description
YOR114W															
YOR121C															
YOR135C			XV	580159	580500	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene YOR136W; null mutant displays increased levels of spontaneous Rad52 foci [Source:SGD;Acc:S000005661]						GO:0006310	DNA recombination
YOR139C															
YOR146W			XV	605873	606178	+	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; open reading frame overlaps the verified gene PNO1/YOR145C [Source:SGD;Acc:S000005672]							
YOR161W-A															
YOR161W-B															
YOR169C															
YOR170W															
YOR186C-A															
YOR192C-C															
YOR199W			XV	720181	720510	+	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data [Source:SGD;Acc:S000005725]							
YOR200W															
YOR203W															
YOR218C			XV	751476	751895	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; open reading frame overlaps the verified gene RFC1/YOR217W [Source:SGD;Acc:S000005744]							
YOR225W			XV	761392	761721	+	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data [Source:SGD;Acc:S000005751]							
YOR231C-A															
YOR248W															
YOR263C															
YOR277C			XV	841515	841823	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; almost completely overlaps the verified gene CAF20 [Source:SGD;Acc:S000005803]							
YOR282W			XV	847000	847320	+	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps essential, verified gene PLP2/YOR281C [Source:SGD;Acc:S000005808]							
YOR289W									ENSG00000144233	AMMECR1L	25.1613				
YOR293C-A															
YOR300W															
YOR309C															
YOR314W															
YOR314W-A															
YOR316C-A															
YOR318C															
YOR325W															
YOR329W-A			XV	939348	939557	+	protein_coding	Dubious open reading frame unlikely to encode a functional protein; identified by fungal homology and RT-PCR [Source:SGD;Acc:S000028585]							
YOR331C			XV	943565	944122	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; open reading frame overlaps the verified gene VMA4/YOR332W [Source:SGD;Acc:S000005858]							
YOR333C															
YOR335W-A															
YOR343C															
YOR345C			XV	981812	982162	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps the verified gene REV1; null mutant displays increased resistance to antifungal agents gliotoxin, cycloheximide and H2O2 [Source:SGD;Acc:S000005872]							
YOR364W															
YOR366W															
YOR376W-A															
YOR379C															
YOR381W-A															
YOR392W			XV	1079282	1079725	+	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; gene expression induced by heat [Source:SGD;Acc:S000005919]							
YOR394C-A															
YOR394W															
YPL025C															
YPL034W															
YPL035C															
YPL038W-A															
YPL039W															
YPL044C			XVI	469926	470474	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene NOP4/YPL043W [Source:SGD;Acc:S000005965]							
YPL062W															
YPL073C															
YPL077C															
YPL080C															
YPL088W															
YPL102C															
YPL114W			XVI	335948	336367	+	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; largely overlaps ORF YPL113C; diploid deletion in BY4743 strain background exhibits high budding index [Source:SGD;Acc:S000006035]							
YPL135C-A															
YPL136W															
YPL142C															
YPL152W-A															
YPL182C			XVI	203306	203689	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene CTI6/YPL181W [Source:SGD;Acc:S000006103]							
YPL185W			XVI	195253	195648	+	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene UIP4/YPL186C [Source:SGD;Acc:S000006106]							
YPL197C															
YPL222C-A															
YPL238C			XVI	100474	100863	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps 5' end of the verified essential gene SUI3/YPL237W [Source:SGD;Acc:S000006159]							
YPL250W-A															
YPL251W															
YPL261C															
YPL272C															
YPL275W															
YPL276W															
YPL278C															
YPL282C															
YPR002C-A															
YPR012W			XVI	584309	584563	+	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; YPR012W is not an essential gene [Source:SGD;Acc:S000006216]							
YPR014C															
YPR016W-A															
YPR038W			XVI	646836	647195	+	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps verified gene YPR037C; null mutant displays increased levels of spontaneous Rad52p foci [Source:SGD;Acc:S000006242]						GO:0006310	DNA recombination
YPR039W			XVI	647012	647347	+	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified non essential genes ERV2/YPR037C and TIP41/YPR040W [Source:SGD;Acc:S000006243]							
YPR044C															
YPR050C			XVI	664953	665366	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; almost completely overlaps verified ORF MAK3/YPR051W [Source:SGD;Acc:S000006254]							
YPR053C															
YPR059C															
YPR074W-A															
YPR076W															
YPR077C			XVI	697131	697502	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; expression increased by deletion of NAP1 [Source:SGD;Acc:S000006281]							
YPR078C															
YPR087W			XVI	711354	711674	+	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; not conserved in closely related Saccharomyces species; 85% of ORF overlaps the verified gene SRP54; deletion causes a vacuolar protein sorting defect [Source:SGD;Acc:S000006291]							
YPR092W															
YPR096C															
YPR099C															
YPR108W-A															
YPR123C			XVI	786141	786575	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially/completely overlaps the verified ORF CTR [Source:SGD;Acc:S000006327]							
YPR126C			XVI	789077	789385	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data [Source:SGD;Acc:S000006330]							
YPR130C			XVI	793374	793781	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data [Source:SGD;Acc:S000006334]							
YPR136C															
YPR142C			XVI	818130	818693	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified ORF RRP15, which is required for ribosomal RNA processing [Source:SGD;Acc:S000006346]							
YPR145C-A															
YPR146C			XVI	825347	825676	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data [Source:SGD;Acc:S000006350]						GO:0005739	mitochondrion
YPR150W			XVI	830999	831520	+	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene SUE1/YPR151C [Source:SGD;Acc:S000006354]							
YPR160C-A															
YPR160W-A															
YPR169W-A			XVI	883239	883457	+	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps two other dubious ORFs: YPR170C and YPR170W-B [Source:SGD;Acc:S000028591]						GO:0016787;GO:0004518	hydrolase activity;nuclease activity
YPR170C			XVI	882983	883318	-	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps ORFs YPR169W-A and YPR170W-B [Source:SGD;Acc:S000006374]							
YPR170W-A			XVI	883378	883563	+	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; identified by expression profiling and mass spectrometry [Source:SGD;Acc:S000028861]							
YPR177C															
YPR195C															
YPR197C															
YPR202W															
YPR203W															
ZOD1															
